recipe_id,title,ingredients,quantities
3598,Mirchi And Aloo Curry Recipe - Long Green Chilli And Potato Curry,"tomato,salt,green chilli,cardamom (elaichi) podsseeds,bay leaf (tej patta),red chilli powder,cloves (laung) garlic,cinnamon stick (dalchini),badi hari mirch (large green chilli) seeds,cumin seeds (jeera),onion,coriander powder,potato (aloo),turmeric powder,garam masala powder,dill leaves","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3599,Bardoli Ki Khichdi Recipe,"salt,arhar dal (split toor dal),ginger,rice,asafoetida (hing),ghee,coriander (dhania) leaves,green peas (matar),red chilli powder,mango,onion,cumin seeds (jeera),potato (aloo),turmeric powder,green chillies","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3600,Chocolate Pancakes With Banana Recipe,"salt,baking powder,chocolate sauce,bananas,milk,soda,vanilla,caster sugar,cocoa powder,flour (maida),buttermilk,butter","1,1,1,1,1,1,1,1,1,1,1,1"
3601,Stuffed Makai Paratha Recipe (Corn & Coriander Stuffed Flat Bread),"salt,wheat flour,coriander (dhania) leaves,cumin powder (jeera) (roast ground),sweet corn,green chillies,sunflower oil","1,1,1,1,1,1,1"
3602,Kanji Recipe - Probiotic Drink Made From Carrots & Beetroot,"salt,mustard powder ground,red chilli powder,water,purple carrot,beetroot","1,1,1,1,1,1"
3603,Shahi Egg Curry Recipe In Tomato & Cashew Gravy,"tomato,salt,ginger,bay leaf (tej patta),red chilli powder,cloves garlic,figaro pure olive oil,cashew nuts ground paste,onion,eggs,turmeric powder,kasuri methi (dried fenugreek leaves),garam masala powder","1,1,1,1,1,1,1,1,1,1,1,1,1"
3604,Mooli Makki Roti Recipe,"salt,red bell pepper (capsicum),corn flour,ginger,coriander (dhania) leaves,purple cabbage,green moong sprouts,spring onion (bulb greens),spinach leaves (palak) salad leaves,avocado,mooli mullangi (radish),green chutney (coriander mint),green chilli paste,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3605,Pineapple Chicken Curry Recipe,"pineapple,salt,ginger,thai yellow curry paste,basil leaves,cloves garlic,nutralite garlic oregano,sugar,onion,coconut milk,chicken breasts","1,1,1,1,1,1,1,1,1,1,1"
3606,Vietnamese Vegetarian Spring Rolls Recipe With Mushrooms & Vegetables,"cucumber,coriander (dhania),salt,portobello mushrooms,carrot,basil leaves,green bell pepper (capsicum),rice paper rolls sheets,mint leaves (pudina),cabbage (patta gobi muttaikose),pepper","1,1,1,1,1,1,1,1,1,1,1"
3607,Kashmir Style Bom Chount/Wangan Recipe-Spicy Apple Brinjal Curry,"salt,brinjal (baingan eggsplant),red chilli powder,apple,fennel powder,cumin seeds (jeera),garam masala powder,sunflower oil","1,1,1,1,1,1,1,1"
3608,Watermelon Pizza Recipe,"salt,basil leaves,parsley leavesfor,onion,black olives,feta cheese,watermelon,balsamic vinegar","1,1,1,1,1,1,1,1"
3609,Menthya Dose (Dosa Recipe With Methi Leaves),"salt,rice,coconut,sunflower oil butter make dosa,methi leaves (fenugreek leaves),jaggery,tamarind ( lemon size),water,coriander (dhania) seeds,dry red chillies,cumin seeds (jeera),chana dal (bengal gram dal),white urad dal","1,1,1,1,1,1,1,1,1,1,1,1,1"
3610,Vermicelli & Oats Kheer Recipe,"cashew nuts,ghee,milk,raisins,sugar,semiya (vermicelli),cardamom powder (elaichi),instant oats (oatmeal)","1,1,1,1,1,1,1,1"
3611,Pyaz Kachori Chaat Recipe,"cumin powder (jeera),asafoetida (hing),coriander (dhania) leaves,onion,coriander (dhania) powder,turmeric powder,salt,sev,mustard oil,flour (maida),green chutney (coriander mint),garam masala powder,red chilli powder,water,sweet chutney (date tamarind),curd,sugar,amchur (dry mango powder),ghee,fennel seeds (saunf),coriander (dhania) leaves,potato (aloo)","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3612,Dahi Wale Tinda Ki Sabzi Recipe - Apple Gourd in Yogurt Curry,"tinda (apple gourd),salt,mustard oil,mustard seeds,asafoetida (hing),red chilli powder,gram flour (besan),curd,coriander (dhania) leaves,kasuri methi (dried fenugreek leaves),methi seeds (fenugreek seeds),coriander (dhania) powder,turmeric powder,green chillies,garam masala powder","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3613,Bharli Vangi Recipe - Maharashtrian Style Stuffed Brinjals,"tomato,salt,ginger,mustard seeds,brinjal (baingan eggsplant),coriander (dhania) leaves,red chilli powder,cloves garlic,curry leaves,onion,cumin seeds (jeera),green chillies verticy,peanuts (moongphali),turmeric powder,jaggery marble,garam masala powder,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3614,Vazhakkai Podimas Recipe (Ayurvedic Recipe With No Onion No Garlic),"salt,asafoetida (hing),mustard seeds,sesame (gingelly) oil,curry leaves,white urad dal (split),lemon,turmeric powder,banana","1,1,1,1,1,1,1,1,1"
3615,Fresh Figs Ice Cream Recipe,"caster sugar divided,milk,water,tutti frutti,figs,vanilla,lemon,dates","1,1,1,1,1,1,1,1"
3616,Assamese Bilahi Boror Tenga Recipe (Sour Curry With Red Lentil Fritters),"tomato,salt,wheat flour,mustard oil,bay leaf (tej patta),kokum (malabar tamarind),pink masoor dal (split) hour,red chilli powder,dry red chilli,sugar,onion,canola oil pan masoor dal fritters,panch phoran masala,turmeric powder","1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3617,Moong Dal Karara Recipe,"salt,yellow moong dal (split),ginger,black cardamom (badi elaichi),coriander (dhania) leaves,sunflower oil pakodas,asafoetida (hing),cinnamon stick,red chilli powder,curd,coriander (dhania) powder,enos fruit salt,green chillies,garam masala powder,cumin (jeera) seeds","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3618,Potato Puff Pastry Recipe,"salt,white vinegar lemon,ginger,sunflower oil,chaat masala powder,red chilli powder,flour (maida),water,coriander (dhania) leaves,coriander (dhania) seeds,onion,cumin seeds (jeera),potato (aloo),green chillies,butter,garam masala powder,paneer cubes","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3619,Pizza Flavoured Idli Muffins Recipe,"pizza pasta sauce,salt,sooji (semolina rava) rice semolina,pizza oregano,red chilli flakes,black urad dal (split),mixed vegetablesveggsies (coloured capsicums,sweet corn,cheddar cheese mozzarella cheese","1,1,1,1,1,1,1,1,1"
3620,Baby Potatoes Pulao Recipe - Aloo Pulao Recipe,"tomato,basmati rice,salt,star anise,mint leaves (pudina),coriander (dhania) leaves,bay leaf (tej patta),cardamom (elaichi) podsseeds,ghee,red chilli powder,ginger garlic paste,curd,onion,cinnamon stick (dalchini),lemon,baby potatoes,cloves (laung),coriander powder,green chillies,garam masala powder","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3621,Rajasthani Kanji Vada Recipe,"salt,yellow moong dal (split),ginger,black salt,asafoetida (hing),fennel seeds (saunf),green moong sprouts,red chilli powder,curry leaves,mustard seeds split (rai na kuria),green chillies,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1"
3622,Sour Cream Onion Dip Recipe,"salt,hung curd (greek yogurt),stalks spring onion (bulb greens),virgin olive oil,cloves garlic,lemon","1,1,1,1,1,1"
3623,Khajur Satori Recipe (Dates Flatbread),"salt,wheat flour flour,milk,dry coconut (kopra),poppy seeds,cardamom powder (elaichi),ghee butter,dates,milk powder","1,1,1,1,1,1,1,1,1"
3624,Achari Chicken Masala Pasta Recipe,"tomato,salt,achari mayo,milk,penne pasta,cloves garlic,nutralite garlic oregano,dry red chillies,onion,chicken breasts","1,1,1,1,1,1,1,1,1,1"
3625,Mango Pulusu Recipe - Mamidi Pandu Pulusu Recipe,"salt,mustard seeds,mango (ripe),asafoetida (hing),red chilli powder,curry leaves,coriander (dhania) leaves,methi seeds (fenugreek seeds),tamarind paste,green chillies,sunflower oil","1,1,1,1,1,1,1,1,1,1,1"
3626,Karwar Style Dali Thoy Recipe - Toor dal Curry,"salt,arhar dal (split toor dal),ghee,mustard seeds,asafoetida (hing),coriander (dhania) leaves,curry leaves,dry red chillies,turmeric powder","1,1,1,1,1,1,1,1,1"
3627, Spiced Rajma Pulao Recipe,"salt,rice,ghee,lentil sugar,cloves garlic,kidney beans,bay leaf,cardamom,black pepper powder","1,1,1,1,1,1,1,1,1"
3628,Malaysian Nasi Lemak Rice Recipe,"salt,ginger,rice,water,coconut milk","1,1,1,1,1"
3629,Paniyaram Muttai Masala Recipe - Spicy Egg Curry Made In Paniyaram Pan,"tomato,black peppercorns,cloves garlic,curry leaves,coriander (dhania) seeds,onion,cumin seeds (jeera),black pepper powder,green chillies,sunflower oil,coriander (dhania),salt,dry red chillies,tamarind paste,coconut,mustard seeds,water,eggs,ginger,fennel seeds (saunf),gram dal (pottukadalai)","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3630,Savory Oatmeal Bowl with Cabbage and Green Peas Stir Fry Recipe,"salt,green chilli,green peas (matar),water,red chilli powder,onion,mace (javitri),cumin seeds (jeera),black pepper powder,rolled oats instant oats,turmeric powder,cabbage (patta gobi muttaikose)","1,1,1,1,1,1,1,1,1,1,1,1"
3631,Tofu & Capsicum Paratha Recipe (Stuffed Tofu Flatbread),"salt,wheat flour,cumin powder (jeera),coriander (dhania) leaves,green bell pepper (capsicum),tofu,green chillies,sunflower oil","1,1,1,1,1,1,1,1"
3632,Kerala Style Chakka Adai Recipe-Rice Flour and Jackfruit Flatbread,"salt,jackfruit ripe (kathal) seeds,coconut,cardamom (elaichi) podsseeds,sugar,rice flour","1,1,1,1,1,1"
3633,Baby Corn Stew Recipe,"salt,ginger,cardamom (elaichi) podsseeds,mustard seeds,potato (aloo),red chilli powder,cloves garlic,carrot,baby corn,dry red chilli,curry leaves,onion,cinnamon stick (dalchini),black pepper powder,turmeric powder,coconut milk,coconut oil,cloves (laung)","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3634,Spaghetti Stir Fry Recipe,"salt,spaghetti pasta,water,carrot,italian,onion,black pepper powder,green bell pepper (capsicum),cabbage (patta gobi muttaikose),sunflower oil","1,1,1,1,1,1,1,1,1,1"
3635,Badami Paneer Masala Recipe -Paneer In Almond Gravy,"tomato,salt,ginger,kashmiri red chilli powder,bay leaf (tej patta),paneer,cloves garlic,sugar,dry red chillies,badam (almond),onion,ghee,oil,coriander powder,turmeric powder,garam masala powder","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3636,Dahi Wali Singhare Ki Sabzi Recipe,"tomato,salt,green chilli,amchur (dry mango powder),mustard seeds,black pepper powder,gram flour (besan),curd,coriander (dhania) leaves,cumin seeds (jeera),singhade (water chestnut),coriander powder,turmeric powder,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3637,Paneer Tikka Pulao Recipe,"basmati rice,salt,green chilli,cardamom (elaichi) podsseeds,bay leaf (tej patta),paneer,red chilli powder,gram flour (besan),curd,ginger garlic paste,onion,cumin seeds (jeera),cinnamon stick (dalchini),kasuri methi (dried fenugreek leaves),coconut oil,turmeric powder,cloves (laung),garam masala powder,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3638,Bharma Baingan Ki Sabzi Recipe - Spicy Stuffed Brinjals,"garlic cloves,salt,cumin powder (jeera),ginger,amchur (dry mango powder),brinjal (baingan eggsplant),mint leaves (pudina),onion,green chillies paste,garam masala powder,sunflower oil","1,1,1,1,1,1,1,1,1,1,1"
3639,No Bake Dragon Fruit Jam Tarts Recipe,"dragon fruit (pitaya) scooped,digestive biscuit,strawberries,sugar,lemon,dates,butter","1,1,1,1,1,1,1"
3640,Spinach Banana Muffin Recipe,"baby spinach (without stem),salt,wheat flour,bananas,baking powder,eggs,milk,virgin olive oil,baking soda,mace powder,vanilla,cinnamon powder (dalchini)","1,1,1,1,1,1,1,1,1,1,1,1"
3641,Muhammara Recipe - Roasted Red Bell Pepper & Walnut Dip,"salt,red bell pepper (capsicum),cumin powder (jeera),red chilli flakes,virgin olive oil,lemon,jaggery pomegranate mollases,wheat bread crumbs,walnuts","1,1,1,1,1,1,1,1,1"
3642,UP Style Paneer In Mustard Gravy Recipe,"tomato,salt,cumin powder (jeera),mustard oil,paneer,coriander (dhania) leaves,cloves garlic,onion,cumin seeds (jeera),lemon,yellow mustard seeds,black pepper powder,coriander powder,turmeric powder,green chillies","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3643,Kara Boondi Kurma Recipe - Boondi In Coconut Milk,"tomato,salt,coriander powder,bay leaves (tej patta),mustard seeds,coriander (dhania) leaves,red chilli powder,boondi kara boondi,ginger garlic paste,curry leaves,onion,cinnamon stick (dalchini),cloves (laung),coconut milk,turmeric powder,green chillies,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3644,Cheesy Pull Apart Bread Recipe,"salt,milk,mozzarella cheese,water,dry yeast,italian,sugar,garlic,cheddar cheese,flour (maida),butter","1,1,1,1,1,1,1,1,1,1,1"
3645,Kashmiri Kulith Ki Dal Recipe - Horse Gram Dal Recipe,"salt,ginger,kashmiri red chilli powder,green chilli,ghee,asafoetida (hing),cloves garlic,water,coriander (dhania) leaves,cumin seeds (jeera),horse gram dal (kollu kulith),rice flour,turmeric powder","1,1,1,1,1,1,1,1,1,1,1,1,1"
3646,Kaju Karela Recipe - Bitter Gourd And Cashew Nuts Stir Fry,"cashew nuts,salt,cumin powder (jeera),green chilli,amchur (dry mango powder),mustard seeds,karela (bitter gourd pavakkai),asafoetida (hing),potato (aloo),coconut,red chilli powder,dry red chilli,caster sugar,coriander powder,sesame seeds (til seeds),sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3647,Carrot Poriyal Recipe - Steamed Carrot Stir Fry,"salt,mustard seeds,asafoetida (hing),coconut,carrot,curry leaves,dry red chilli,white urad dal (split),turmeric powder,sunflower oil","1,1,1,1,1,1,1,1,1,1"
3648,Black And Green Grapes Panna Cotta Recipe,"black grapes,milk,water,amul brand,green grapes juice,gelatin unflavoured,vanilla,caster sugar,black grapes juice,green grapes","1,1,1,1,1,1,1,1,1,1"
3649, Palak Gobi Sabzi (Recipe In Hindi),"tomato,turmeric powder,salt,ginger,coriander,spinach,spoon garam masala powder,oil,cumin seeds,cabbage","1,1,1,1,1,1,1,1,1,1"
3650,Punjabi Black Chickpea Curry Recipe - Kale Chane Ki Sabzi,"tomato,salt,garam masala powder,coriander (dhania) leaves,red chilli powder,water,ginger garlic paste,onion,cumin seeds (jeera),kala chana (brown chickpeas),sunflower oil","1,1,1,1,1,1,1,1,1,1,1"
3651,Ammini Kozhukattai (Rice Flour Dumplings) Recipe,"salt,mustard seeds,asafoetida (hing),coconut,water,dry red chilli,curry leaves,white urad dal (split),rice flour,sunflower oil","1,1,1,1,1,1,1,1,1,1"
3652,Tandoori Chicken Curry Recipe,"tomato,coriander (dhania),salt,kashmiri red chilli powder,bay leaves (tej patta),fennel seeds (saunf),tandoori masala,onion powder,water,black peppercorns,ginger garlic paste,curd,onion,chicken,cinnamon stick (dalchini),kasuri methi (dried fenugreek leaves),cloves (laung),turmeric powder,green chillies,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3653,Baked Mathri Recipe (Non Fried Tea Time Snack),"salt,wheat flour,ajwain (carom seeds) cumin seeds,black peppercorns,water,butter","1,1,1,1,1,1"
3654,Walnut Burfi Recipe - Akhrot Barfi,"cardamom (elaichi) podsseeds,sugar,walnuts,ghee","1,1,1,1"
3655,Chatpata Kabuli Chana Salad - Chickpea Salad Recipe,"tomato,salt,green chilli,kabuli chana (white chickpeas) al dente,chaat masala powder,coriander (dhania) leaves,onion,lemon","1,1,1,1,1,1,1,1"
3656,Gawarphali Ki Sabzi Recipe -Cluster Beans Sabzi,"salt,green chilli,amchur (dry mango powder),mustard seeds,asafoetida (hing),cloves garlic,gram flour (besan),gawar phali (kothavarangai cluster beans),cumin seeds (jeera),coriander powder,turmeric powder,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1"
3657,Thai Veg Papaya Salad Recipe (No Onion No Garlic),"tomato,green beans (french beans),green chilli,peanuts (moongphali) cashew,soy sauce,basil leaves,red yellow green bell peppers (capsicum),papaya,lemon,brown sugar (demerara sugar),sunflower oil","1,1,1,1,1,1,1,1,1,1,1"
3658,Mangalorean Kadle Manoli Recipe  - Tindora Kala Chana Sabzi,"salt,mustard seeds,coconut,jaggery,cloves garlic,black peppercorns,tindora (dondakaya kovakkai),curry leaves,dry red chillies,onion,coriander (dhania) seeds,methi seeds (fenugreek seeds),cumin seeds (jeera),kala chana (brown chickpeas),sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3659,Makhan Bada Recipe,"baking powder,ghee,pistachios,water,ghee dough,curd,sugar,cardamom powder (elaichi),flour (maida)","1,1,1,1,1,1,1,1,1"
3660,Pesto Paneer Sandwich,"tomato,wheat brown bread,salt,green chilli,butter sandwich,paneer,onion,basil pesto","1,1,1,1,1,1,1,1"
3661,Kerala Pumpkin Pachadi Recipe (Parangikai Pachadi),"salt,ginger,parangikai pumpkin,green chilli,coconut,mustard seeds,jaggery,curry leaves,white urad dal (split),turmeric powder,sunflower oil","1,1,1,1,1,1,1,1,1,1,1"
3662, Baby Potatoes In Tomato Gravy (Recipe In Hindi),"tomato,turmeric powder,salt,cumin powder,red chilli powder,water,oil,coriander powder,potatoes,cardamom,lentil","1,1,1,1,1,1,1,1,1,1,1"
3663,Eggless Chocolate Chip Cupcakes With Spinach Recipe,"coconut sugar,baking powder,coconut yogurt hung yogurt (greek yogurt),bananas (spotted bananas),baking soda,badam (almond),chia seeds,cocoa powder,coconut milk,chocolate chips,spinach leaves (palak),instant oats (oatmeal)","1,1,1,1,1,1,1,1,1,1,1,1"
3664,Sprouted Green Gram Kosambari Recipe- With Pomegranates,"salt,coconut,mustard seeds,asafoetida (hing),green moong sprouts,carrot,curry leaves,coriander (dhania) leaves,lemon,pomegranate fruit kernels,green chillies,sunflower oil","1,1,1,1,1,1,1,1,1,1,1,1"
3665,Jackfruit Seed Modak Recipe,"salt,jackfruit seeds (kathal),thonnai (dried leaves),ghee,sesame (gingelly) oil,water,palm sugar,cardamom powder (elaichi),rice flour","1,1,1,1,1,1,1,1,1"
3666,Whole Wheat Masala Papdi Recipe / Kadak Puri Recipe,"salt,wheat flour,ghee,black pepper corns,ajwain (carom seeds)","1,1,1,1,1"
3667,Vazaithandu Neer Mor Recipe - Plantain Stem Buttermilk,"plantain stem,water,curry leaves,curd,lemon,asafoetida (hing) generous hing powder","1,1,1,1,1,1"
3668, Maharashtrian Aloo Bhujne (Recipe In Hindi),"turmeric powder,salt,chickpea lentils,wheat germ,green chilli,spoon cumin seeds,mustard,ginger garlic paste,fenugreek seeds,dry red chillies,onion,oil,asafetida,pepper,potatoes bs,coriander seeds","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3669,"Pesto Pizza Recipe With Sun Dried Tomatoes, Mushrooms, Pineapples And Olives","baking powder,onion powder,virgin olive oil,cloves garlic,garlic powder,cheddar cheese,salt,pineapple,mozzarella cheese,basil leaves,baking soda,flour (maida),walnuts,water knead the dough,curd,sugar,pepper,button mushrooms,sun dried tomato,chia seeds,kalamata olives","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
3670,Mini Victoria Sponge Cake Recipe,"hung curd (greek yogurt),flour (maida),sugar,strawberry jam canned,eggs,icing sugar,butter","1,1,1,1,1,1,1"
3671,Flourless Mud Pie Recipe,"almond meal (badam powder),vanilla,dark chocolate,caster sugar,eggs,butter,chikki (peanut brittle)","1,1,1,1,1,1,1"
3672,Gujarati Kachariyu Recipe - Spiced Sesame And Coconut Ladoos,"dates black,coconut,ghee,jaggery,dried figs,dry ginger powder,badam (almond),cardamom powder (elaichi),nutmeg powder generous,sesame seeds (til seeds),melon seeds","1,1,1,1,1,1,1,1,1,1,1"
3673,Vazhakkai Milagu Kootu Recipe - Plantains Pepper Curry,"salt,mustard seeds,coconut,asafoetida (hing),plantain stem,black peppercorns,dry red chilli,white urad dal (split),cumin seeds (jeera),chana dal (bengal gram dal),sunflower oil","1,1,1,1,1,1,1,1,1,1,1"
3674,No-Bake Chocolate Hazelnut Cheesecake Recipe,"cheese,britannia,heavy whipping cream,oreo biscuits (or digestive biscuits),hazelnutferrero rocher chocolate,gelatin agar agar,water,nutella,vanilla,caster sugar,butter","1,1,1,1,1,1,1,1,1,1,1"
3675,Gil-E-Firdaus Recipe (Creamy & Sweet Bottlegourd Pudding),"basmati rice,sabudana (tapioca pearls),ghee,milk,saffron strands,almond meal (badam powder),bottle gourd (lauki),cardamom powder (elaichi),vanilla,condensed milk,almonds (badam),edible silver foilleaf (chandi ka vark)","1,1,1,1,1,1,1,1,1,1,1,1"
3676,Classic Pineapple Upside-Down Cake Recipe,"cake mix used pillsbury vanilla cake mix,food color yellow,glazed cherries you can alternatively also the tinned variety,pineapple essence,brown sugar (demerara sugar),pineapple juice reserved from del monte pineapple,butter,pineapple have used canned pineapple,sunflower oil","1,1,1,1,1,1,1,1,1"
